query-id	corpus-id	score
5313b049e3eabad021000013	11920466	1
5313b049e3eabad021000013	17142577	1
5313b049e3eabad021000013	11685722	1
5313b049e3eabad021000013	21844010	1
5313b049e3eabad021000013	18038879	1
5313b049e3eabad021000013	12677892	1
5313b049e3eabad021000013	15036648	1
5313b049e3eabad021000013	15571968	1
5313b049e3eabad021000013	22977535	1
5313b049e3eabad021000013	23255921	1
5313b049e3eabad021000013	15919200	1
5313b049e3eabad021000013	15139054	1
5313b049e3eabad021000013	18071949	1
5313b049e3eabad021000013	19373278	1
5313b049e3eabad021000013	11331475	1
5313b049e3eabad021000013	22137850	1
5313b049e3eabad021000013	22505344	1
5313b049e3eabad021000013	21326934	1
5313b049e3eabad021000013	21254978	1
5313b049e3eabad021000013	11685733	1
54d643023706e89528000007	24114764	1
54d643023706e89528000007	24373612	1
53137541e3eabad021000010	23658991	1
53137541e3eabad021000010	21839145	1
53137541e3eabad021000010	23612755	1
53137541e3eabad021000010	21761058	1
53137541e3eabad021000010	23939864	1
53137541e3eabad021000010	24150221	1
53137541e3eabad021000010	22357549	1
53137541e3eabad021000010	20144262	1
53137541e3eabad021000010	23527808	1
53137541e3eabad021000010	21640101	1
53137541e3eabad021000010	19030024	1
53137541e3eabad021000010	23704989	1
53137541e3eabad021000010	22449255	1
53137541e3eabad021000010	22075965	1
53137541e3eabad021000010	21249204	1
53137541e3eabad021000010	23166588	1
515aa0abd24251bc050000a8	23312004	1
515aa0abd24251bc050000a8	23253012	1
515aa0abd24251bc050000a8	23252913	1
515aa0abd24251bc050000a8	22966780	1
515aa0abd24251bc050000a8	23249167	1
515aa0abd24251bc050000a8	23259496	1
515aa0abd24251bc050000a8	21742803	1
515aa0abd24251bc050000a8	23205526	1
515aa0abd24251bc050000a8	23234512	1
515aa0abd24251bc050000a8	23308364	1
515aa0abd24251bc050000a8	23214983	1
515aa0abd24251bc050000a8	23276153	1
515aa0abd24251bc050000a8	23153008	1
515aa0abd24251bc050000a8	23227862	1
515aa0abd24251bc050000a8	22443261	1
56af9f130a360a5e45000015	24642372	1
56af9f130a360a5e45000015	25056878	1
56af9f130a360a5e45000015	24694658	1
56af9f130a360a5e45000015	25698922	1
56af9f130a360a5e45000015	17064878	1
56af9f130a360a5e45000015	24782784	1
56af9f130a360a5e45000015	26100513	1
56af9f130a360a5e45000015	25007779	1
56af9f130a360a5e45000015	19409451	1
56af9f130a360a5e45000015	24194896	1
5718bbb37de986d80d00000b	18546365	1
5718bbb37de986d80d00000b	12825077	1
5718bbb37de986d80d00000b	22647225	1
5718bbb37de986d80d00000b	15351195	1
5718bbb37de986d80d00000b	20927567	1
532f062ad6d3ac6a34000027	21838751	1
532f062ad6d3ac6a34000027	19074674	1
532f062ad6d3ac6a34000027	18310678	1
532f062ad6d3ac6a34000027	23067195	1
532f062ad6d3ac6a34000027	18757088	1
532f062ad6d3ac6a34000027	20000882	1
532f062ad6d3ac6a34000027	19664404	1
532f062ad6d3ac6a34000027	14981003	1
532f062ad6d3ac6a34000027	23096376	1
532f062ad6d3ac6a34000027	21878041	1
532f062ad6d3ac6a34000027	19514618	1
532f062ad6d3ac6a34000027	22416440	1
532f062ad6d3ac6a34000027	19129742	1
532f062ad6d3ac6a34000027	23536611	1
532f062ad6d3ac6a34000027	18621770	1
532f062ad6d3ac6a34000027	19411283	1
532f062ad6d3ac6a34000027	20028694	1
532f062ad6d3ac6a34000027	23394554	1
52bf1b0a03868f1b06000009	838566	1
52bf1b0a03868f1b06000009	12152840	1
52bf1b0a03868f1b06000009	20662462	1
52bf1b0a03868f1b06000009	16932613	1
52bf1b0a03868f1b06000009	1248830	1
52bf1b0a03868f1b06000009	22610954	1
52bf1b0a03868f1b06000009	2724779	1
52bf1b0a03868f1b06000009	8615372	1
52bf1b0a03868f1b06000009	1940586	1
52bf1b0a03868f1b06000009	6620327	1
52bf1b0a03868f1b06000009	8186659	1
52bf1b0a03868f1b06000009	759736	1
52bf1b0a03868f1b06000009	6109943	1
517395b98ed59a060a00001a	20808788	1
517395b98ed59a060a00001a	23074139	1
517395b98ed59a060a00001a	23097425	1
517395b98ed59a060a00001a	17189193	1
517395b98ed59a060a00001a	21964334	1
517395b98ed59a060a00001a	16921380	1
517395b98ed59a060a00001a	15870275	1
517395b98ed59a060a00001a	22479188	1
517395b98ed59a060a00001a	22975042	1
517395b98ed59a060a00001a	15905409	1
517395b98ed59a060a00001a	21095588	1
517395b98ed59a060a00001a	16172632	1
517395b98ed59a060a00001a	15383674	1
517395b98ed59a060a00001a	22156210	1
517395b98ed59a060a00001a	23209445	1
517395b98ed59a060a00001a	16769980	1
52bf19c503868f1b06000001	10487912	1
52bf19c503868f1b06000001	15307599	1
52bf19c503868f1b06000001	10969520	1
52bf19c503868f1b06000001	19248726	1
52bf19c503868f1b06000001	10864616	1
52bf19c503868f1b06000001	7739631	1
52bf19c503868f1b06000001	22551571	1
52bf19c503868f1b06000001	22525183	1
52bf19c503868f1b06000001	21795275	1
52bf19c503868f1b06000001	23573591	1
54db1d580f63c58e6e000005	20682973	1
54db1d580f63c58e6e000005	24971511	1
54f9d3eedd3fc62544000004	12909320	1
54f9d3eedd3fc62544000004	11069905	1
54f9d3eedd3fc62544000004	15205169	1
54f9d3eedd3fc62544000004	22298808	1
54f9d3eedd3fc62544000004	22025663	1
54f9d3eedd3fc62544000004	18620751	1
54f9d3eedd3fc62544000004	18206802	1
54f9d3eedd3fc62544000004	16289269	1
54f9d3eedd3fc62544000004	15731387	1
54f9d3eedd3fc62544000004	14638677	1
54f9d3eedd3fc62544000004	9287354	1
54f9d3eedd3fc62544000004	22427521	1
5505edac8e1671127b000005	21737084	1
5505edac8e1671127b000005	23217321	1
5505edac8e1671127b000005	22946920	1
5505edac8e1671127b000005	23073287	1
5505edac8e1671127b000005	21238772	1
5505edac8e1671127b000005	21316059	1
5160193d298dcd4e51000039	9225129	1
5160193d298dcd4e51000039	1979356	1
5160193d298dcd4e51000039	9088928	1
5160193d298dcd4e51000039	15096458	1
5160193d298dcd4e51000039	2848686	1
5160193d298dcd4e51000039	1611701	1
51593dc8d24251bc05000099	21677849	1
51593dc8d24251bc05000099	23039946	1
56e2cec751531f7e33000015	17498659	1
56e2cec751531f7e33000015	10365964	1
56e2cec751531f7e33000015	17694091	1
56e2cec751531f7e33000015	10827952	1
56e2cec751531f7e33000015	17148447	1
56e2cec751531f7e33000015	17582821	1
56e2cec751531f7e33000015	11090279	1
56e2cec751531f7e33000015	17274598	1
56e2cec751531f7e33000015	17848202	1
515deafd298dcd4e51000025	11007230	1
515deafd298dcd4e51000025	22607127	1
515deafd298dcd4e51000025	16003132	1
515deafd298dcd4e51000025	9585670	1
515deafd298dcd4e51000025	10547242	1
515deafd298dcd4e51000025	12907332	1
532624ae600967d132000005	21247927	1
532624ae600967d132000005	22573363	1
532624ae600967d132000005	23176687	1
532624ae600967d132000005	23541665	1
532624ae600967d132000005	23774592	1
532624ae600967d132000005	24029963	1
532624ae600967d132000005	23890950	1
532624ae600967d132000005	23514712	1
532624ae600967d132000005	23819768	1
5518e7da622b194345000004	24113186	1
5518e7da622b194345000004	24300195	1
5518e7da622b194345000004	24272171	1
5518e7da622b194345000004	24291243	1
5518e7da622b194345000004	24252081	1
5518e7da622b194345000004	15228586	1
5518e7da622b194345000004	23028407	1
5518e7da622b194345000004	24285252	1
5518e7da622b194345000004	23385061	1
5518e7da622b194345000004	24321566	1
5518e7da622b194345000004	23147205	1
5518e7da622b194345000004	8607977	1
5518e7da622b194345000004	24139673	1
5518e7da622b194345000004	24321066	1
5518e7da622b194345000004	15637069	1
5518e7da622b194345000004	24270002	1
5518e7da622b194345000004	24144051	1
5518e7da622b194345000004	15708845	1
530a5117970c65fa6b000007	22577022	1
530a5117970c65fa6b000007	23667905	1
530a5117970c65fa6b000007	21604129	1
530a5117970c65fa6b000007	20305284	1
530a5117970c65fa6b000007	22367194	1
56bf365eef6e39474100000e	25146167	1
56bf365eef6e39474100000e	23475883	1
56bf365eef6e39474100000e	23348505	1
56bf365eef6e39474100000e	23334667	1
56bf365eef6e39474100000e	24096618	1
56bf365eef6e39474100000e	25857641	1
52bf202003868f1b06000018	23288091	1
52bf202003868f1b06000018	17461888	1
52bf202003868f1b06000018	23648276	1
52bf202003868f1b06000018	20677583	1
52bf202003868f1b06000018	21861814	1
52bf202003868f1b06000018	21301338	1
52bf202003868f1b06000018	21271304	1
52bf202003868f1b06000018	17433624	1
552fac4fbc4f83e828000006	25432018	1
552fac4fbc4f83e828000006	21979944	1
552fac4fbc4f83e828000006	16206264	1
552fac4fbc4f83e828000006	18256529	1
552fac4fbc4f83e828000006	25162919	1
552fac4fbc4f83e828000006	19718047	1
552fac4fbc4f83e828000006	22241085	1
552fac4fbc4f83e828000006	24481407	1
552fac4fbc4f83e828000006	17250957	1
552fac4fbc4f83e828000006	25483190	1
552fac4fbc4f83e828000006	20691659	1
552fac4fbc4f83e828000006	22723308	1
552fac4fbc4f83e828000006	23750284	1
552fac4fbc4f83e828000006	16697960	1
552fac4fbc4f83e828000006	25401475	1
552fac4fbc4f83e828000006	17453169	1
552fac4fbc4f83e828000006	18485618	1
552fac4fbc4f83e828000006	23894528	1
552fac4fbc4f83e828000006	21680731	1
56be0da3ef6e394741000007	25011592	1
56be0da3ef6e394741000007	24161037	1
56be0da3ef6e394741000007	25765799	1
56be0da3ef6e394741000007	8589282	1
56be0da3ef6e394741000007	16387683	1
56be0da3ef6e394741000007	20209841	1
56be0da3ef6e394741000007	2831711	1
56be0da3ef6e394741000007	19227723	1
56be0da3ef6e394741000007	26265890	1
56be0da3ef6e394741000007	17705684	1
56be0da3ef6e394741000007	20865638	1
56be0da3ef6e394741000007	16006690	1
56be0da3ef6e394741000007	23380391	1
56be0da3ef6e394741000007	25345382	1
56be0da3ef6e394741000007	20499172	1
56be0da3ef6e394741000007	25280590	1
56be0da3ef6e394741000007	22956028	1
56be0da3ef6e394741000007	24516709	1
56be0da3ef6e394741000007	19625716	1
56be0da3ef6e394741000007	7487540	1
56be0da3ef6e394741000007	24548192	1
5158644cd24251bc0500008e	2888163	1
5158644cd24251bc0500008e	23402716	1
5158644cd24251bc0500008e	18987287	1
5158644cd24251bc0500008e	11321513	1
5158644cd24251bc0500008e	21554896	1
5158644cd24251bc0500008e	22619704	1
5158644cd24251bc0500008e	19158129	1
5158644cd24251bc0500008e	20061436	1
5158644cd24251bc0500008e	15795476	1
5158644cd24251bc0500008e	20690071	1
5158644cd24251bc0500008e	23111564	1
5158644cd24251bc0500008e	19737911	1
5158644cd24251bc0500008e	21615652	1
5158644cd24251bc0500008e	17470516	1
5158644cd24251bc0500008e	21927572	1
5158644cd24251bc0500008e	16942616	1
515a7ffdd24251bc050000a5	15925487	1
515a7ffdd24251bc050000a5	19711352	1
515a7ffdd24251bc050000a5	23079622	1
515a7ffdd24251bc050000a5	22637579	1
515a7ffdd24251bc050000a5	17420258	1
515a7ffdd24251bc050000a5	16778097	1
515a7ffdd24251bc050000a5	19571232	1
54cf7051f693c3b16b000013	25517348	1
54cf7051f693c3b16b000013	25432979	1
54cf7051f693c3b16b000013	25179366	1
54cf7051f693c3b16b000013	24330796	1
56a92be0a17756b72f000009	24056933	1
54f08d4a94afd61504000016	15341718	1
54f08d4a94afd61504000016	18478547	1
54f08d4a94afd61504000016	14501624	1
54f08d4a94afd61504000016	15605531	1
54f08d4a94afd61504000016	21527837	1
54f08d4a94afd61504000016	22096721	1
54f08d4a94afd61504000016	18646315	1
54f08d4a94afd61504000016	21868492	1
54f08d4a94afd61504000016	23507008	1
54f08d4a94afd61504000016	15894210	1
54f08d4a94afd61504000016	19694698	1
54f08d4a94afd61504000016	18715239	1
54f08d4a94afd61504000016	17635599	1
54f08d4a94afd61504000016	17701798	1
54f08d4a94afd61504000016	19832874	1
54f08d4a94afd61504000016	18715240	1
54f08d4a94afd61504000016	22134016	1
54f08d4a94afd61504000016	17493437	1
54f49995d0d681a040000002	21680301	1
54f49995d0d681a040000002	24834120	1
54f49995d0d681a040000002	25475735	1
54f49995d0d681a040000002	21671697	1
54f49995d0d681a040000002	22052786	1
54f49995d0d681a040000002	20674333	1
54f49995d0d681a040000002	22638756	1
531d2aa5267d7dd053000003	16338248	1
531d2aa5267d7dd053000003	22653984	1
531d2aa5267d7dd053000003	16125505	1
531d2aa5267d7dd053000003	17289431	1
531d2aa5267d7dd053000003	19092706	1
531d2aa5267d7dd053000003	14523304	1
531d2aa5267d7dd053000003	12417808	1
531d2aa5267d7dd053000003	16879068	1
531d2aa5267d7dd053000003	18076361	1
531d2aa5267d7dd053000003	17395308	1
531d2aa5267d7dd053000003	11320362	1
531d2aa5267d7dd053000003	23304255	1
531d2aa5267d7dd053000003	18630737	1
531d2aa5267d7dd053000003	18248532	1
531d2aa5267d7dd053000003	18184752	1
531d2aa5267d7dd053000003	12890912	1
531d2aa5267d7dd053000003	16446686	1
531d2aa5267d7dd053000003	19638823	1
56bf3a79ef6e39474100000f	16570277	1
56bf3a79ef6e39474100000f	22287638	1
56bf3a79ef6e39474100000f	21067422	1
56bf3a79ef6e39474100000f	20730482	1
56bf3a79ef6e39474100000f	15006250	1
56bf3a79ef6e39474100000f	24138870	1
56bf3a79ef6e39474100000f	20738039	1
56bf3a79ef6e39474100000f	20091865	1
56bf3a79ef6e39474100000f	20802020	1
56bf3a79ef6e39474100000f	17580362	1
56bf3a79ef6e39474100000f	23101448	1
56bf3a79ef6e39474100000f	16759391	1
56bf3a79ef6e39474100000f	25335165	1
54fefff26ad7dcbc1200000b	24251273	1
54fefff26ad7dcbc1200000b	23859438	1
54fefff26ad7dcbc1200000b	23768119	1
54fefff26ad7dcbc1200000b	23538392	1
54fefff26ad7dcbc1200000b	24067267	1
571f34ac0fd6f91b68000005	9781911	1
571f34ac0fd6f91b68000005	12807965	1
571f34ac0fd6f91b68000005	23592277	1
571f34ac0fd6f91b68000005	12464997	1
571f34ac0fd6f91b68000005	22287508	1
571f34ac0fd6f91b68000005	19011474	1
571f34ac0fd6f91b68000005	24852293	1
571f34ac0fd6f91b68000005	24214728	1
54e0d1491388e8454a000014	24691094	1
54e0d1491388e8454a000014	25410046	1
54e0d1491388e8454a000014	25052769	1
54e0d1491388e8454a000014	24661068	1
54e0d1491388e8454a000014	24477778	1
54e0d1491388e8454a000014	25079474	1
54e0d1491388e8454a000014	24662398	1
54e0d1491388e8454a000014	25470376	1
54e0d1491388e8454a000014	24694531	1
54e0d1491388e8454a000014	24961142	1
54e0d1491388e8454a000014	24481874	1
54e0d1491388e8454a000014	24373748	1
54e0d1491388e8454a000014	25282520	1
54e0d1491388e8454a000014	24953393	1
54e0d1491388e8454a000014	24953396	1
54e0d1491388e8454a000014	25002170	1
54e0d1491388e8454a000014	24859266	1
54e0d1491388e8454a000014	24678979	1
54e0d1491388e8454a000014	25282519	1
54e0d1491388e8454a000014	24255061	1
54e0d1491388e8454a000014	24509273	1
54e0d1491388e8454a000014	24284914	1
54e0d1491388e8454a000014	24598985	1
54e0d1491388e8454a000014	24825642	1
553a8d78f321868558000003	24037088	1
553a8d78f321868558000003	20202189	1
553a8d78f321868558000003	24384562	1
553a8d78f321868558000003	22328099	1
553a8d78f321868558000003	19660540	1
553a8d78f321868558000003	21187392	1
553a8d78f321868558000003	16705037	1
553a8d78f321868558000003	23393190	1
51404dd723fec90375000002	7578083	1
51404dd723fec90375000002	8441638	1
51404dd723fec90375000002	1584813	1
51404dd723fec90375000002	11208790	1
51404dd723fec90375000002	8065896	1
51404dd723fec90375000002	15273274	1
51404dd723fec90375000002	7607467	1
552fa6f5bc4f83e828000002	8204006	1
552fa6f5bc4f83e828000002	25303625	1
552fa6f5bc4f83e828000002	3390826	1
552fa6f5bc4f83e828000002	9825003	1
552fa6f5bc4f83e828000002	7595741	1
552fa6f5bc4f83e828000002	7513503	1
552fa6f5bc4f83e828000002	1283315	1
552fa6f5bc4f83e828000002	10968707	1
552fa6f5bc4f83e828000002	8321753	1
552fa6f5bc4f83e828000002	8644855	1
552fa6f5bc4f83e828000002	7771924	1
552fa6f5bc4f83e828000002	3760036	1
56d0451c3975bb303a00000e	24598114	1
56d0451c3975bb303a00000e	25981810	1
56d0451c3975bb303a00000e	24523439	1
56d0451c3975bb303a00000e	24613036	1
56d0451c3975bb303a00000e	25646180	1
56d0451c3975bb303a00000e	24817600	1
56d0451c3975bb303a00000e	24928708	1
56d0451c3975bb303a00000e	25473003	1
54ede8c594afd61504000009	11035915	1
54ede8c594afd61504000009	9414295	1
54ede8c594afd61504000009	14988723	1
54ede8c594afd61504000009	9650445	1
54ede8c594afd61504000009	11749045	1
56c3327c50c68dd41600000c	16793409	1
56c3327c50c68dd41600000c	25147206	1
56c3327c50c68dd41600000c	24843019	1
56c3327c50c68dd41600000c	20080737	1
56c3327c50c68dd41600000c	15531884	1
56c3327c50c68dd41600000c	18986989	1
56c3327c50c68dd41600000c	25296254	1
56c3327c50c68dd41600000c	25972891	1
56c3327c50c68dd41600000c	22464440	1
56c3327c50c68dd41600000c	24787137	1
56c3327c50c68dd41600000c	24743386	1
551c23bc6b348bb82c00000b	23743763	1
551c23bc6b348bb82c00000b	24078436	1
551c23bc6b348bb82c00000b	24050928	1
551c23bc6b348bb82c00000b	20457215	1
551c23bc6b348bb82c00000b	22915287	1
551c23bc6b348bb82c00000b	17961654	1
551c23bc6b348bb82c00000b	23633209	1
551c23bc6b348bb82c00000b	17244780	1
551c23bc6b348bb82c00000b	21450940	1
551c23bc6b348bb82c00000b	23286415	1
551c23bc6b348bb82c00000b	23652674	1
551c23bc6b348bb82c00000b	21778740	1
551c23bc6b348bb82c00000b	17893250	1
551c23bc6b348bb82c00000b	22527616	1
551c23bc6b348bb82c00000b	21454441	1
551c23bc6b348bb82c00000b	20570174	1
551c23bc6b348bb82c00000b	24423289	1
551c23bc6b348bb82c00000b	20616498	1
551c23bc6b348bb82c00000b	22584704	1
551c23bc6b348bb82c00000b	24996936	1
551c23bc6b348bb82c00000b	20669561	1
551c23bc6b348bb82c00000b	20616502	1
551c23bc6b348bb82c00000b	19883897	1
551c23bc6b348bb82c00000b	24366639	1
551c23bc6b348bb82c00000b	23371967	1
551c23bc6b348bb82c00000b	20506337	1
551c23bc6b348bb82c00000b	20833337	1
551c23bc6b348bb82c00000b	23310926	1
551c23bc6b348bb82c00000b	24789813	1
551c23bc6b348bb82c00000b	22291433	1
551c23bc6b348bb82c00000b	23038625	1
551c23bc6b348bb82c00000b	17993773	1
551c23bc6b348bb82c00000b	21498161	1
5314a7a4dae131f847000003	19439414	1
5314a7a4dae131f847000003	20459070	1
5314a7a4dae131f847000003	23425245	1
5314a7a4dae131f847000003	21262074	1
5314a7a4dae131f847000003	22489623	1
5314a7a4dae131f847000003	16302972	1
5314a7a4dae131f847000003	18572189	1
5314a7a4dae131f847000003	18285522	1
5314a7a4dae131f847000003	20566645	1
5314a7a4dae131f847000003	19506933	1
5314a7a4dae131f847000003	24260207	1
5314a7a4dae131f847000003	22815480	1
535d78137d100faa09000005	24030452	1
535d78137d100faa09000005	17264832	1
535d78137d100faa09000005	15861492	1
535d78137d100faa09000005	16566674	1
535d78137d100faa09000005	22373002	1
535d78137d100faa09000005	17698433	1
535d78137d100faa09000005	11154059	1
535d78137d100faa09000005	10024707	1
535d78137d100faa09000005	12356614	1
535d78137d100faa09000005	15004442	1
535d78137d100faa09000005	18405159	1
535d78137d100faa09000005	12416359	1
56c6dd275795f9a73e000008	11740497	1
56c6dd275795f9a73e000008	21541345	1
56c6dd275795f9a73e000008	17710556	1
56c6dd275795f9a73e000008	11356363	1
56c6dd275795f9a73e000008	22319459	1
56c6dd275795f9a73e000008	22572731	1
56c6dd275795f9a73e000008	18592385	1
56c6dd275795f9a73e000008	18987983	1
56c6dd275795f9a73e000008	12581305	1
56c6dd275795f9a73e000008	20532208	1
56c6dd275795f9a73e000008	17891782	1
56c6dd275795f9a73e000008	21803857	1
56c1f02cef6e39474100004c	24815142	1
56c1f02cef6e39474100004c	19072345	1
56c1f02cef6e39474100004c	24954781	1
56c1f02cef6e39474100004c	21377838	1
56c1f02cef6e39474100004c	19388882	1
56c1f02cef6e39474100004c	23827187	1
56c1f02cef6e39474100004c	20822343	1
56c1f02cef6e39474100004c	22841437	1
56c1f02cef6e39474100004c	21586625	1
56c1f02cef6e39474100004c	24919654	1
56c1f02cef6e39474100004c	24439482	1
56c1f02cef6e39474100004c	24411674	1
550af222c2af5d5b7000000b	22435548	1
550af222c2af5d5b7000000b	17001349	1
550af222c2af5d5b7000000b	16778892	1
550af222c2af5d5b7000000b	10837071	1
550af222c2af5d5b7000000b	20028970	1
5318a955b166e2b806000020	17258200	1
5318a955b166e2b806000020	23345546	1
5318a955b166e2b806000020	14570904	1
5318a955b166e2b806000020	18234991	1
5318a955b166e2b806000020	22820099	1
5318a955b166e2b806000020	23229794	1
5318a955b166e2b806000020	21687953	1
5318a955b166e2b806000020	17942284	1
5318a955b166e2b806000020	15522281	1
5318a955b166e2b806000020	10714768	1
5318a955b166e2b806000020	19850646	1
5318a955b166e2b806000020	21536148	1
5318a955b166e2b806000020	11821397	1
5318a955b166e2b806000020	18262389	1
5318a955b166e2b806000020	20233866	1
5318a955b166e2b806000020	22789825	1
5318a955b166e2b806000020	16278380	1
5318a955b166e2b806000020	17464994	1
